samp_ev,exp,grp_esd,mn_ct_ml
SJR2,site,diatom chain 129.07,0.06249218847644045
SJR2,site,diatom chain 23.75,0.06249218847644045
SJR2,site,diatom pennate 31.51,0.06249218847644045
SJR2,site,diatom pennate 4.93,3.8120234970628672
SJR2,site,diatom pennate 42.77,0.18747656542932134
SJR2,site,diatom pennate 5.45,0.562429696287964
SJR2,site,diatom pennate pleurosigma 16.97,0.1249843769528809
SJR2,site,flagellate cryptomonas 10.43,2.6246719160104988
SJR2,site,flagellate cryptomonas 11.54,1.4373203349581303
SJR2,site,flagellate cryptomonas 4.20,20.74740657417823
SJR2,site,flagellate cryptomonas 7.25,6.99912510936133
SJR2,site,flagellate NA 10.08,0.7499062617172854
SJR2,site,flagellate other 4.20,18.37270341207349
SJR2,site,flagellate other 7.25,2.4371953505811774
SJR2,site,tintinnid hyaline 38.56,0.06249218847644045
SJR2,site,unidentified NA 20.16,3.062117235345582
SJR2,site,unidentified NA 43.43,0.4374453193350831
SJR2,site,unidentified round 24.50,1.124859392575928
SJR2,site,unidentified round 5.50,8.873890763654543
SJR2,site,unidentified round 56.00,0.06249218847644045
SJR2,site,unidentified round 9.50,1.812273465816773
SJR2,T24,chlorophyte scenedesmus 4.00,0.08724100327153762
SJR2,T24,chlorophyte scenedesmus 4.58,0.043525571273122954
SJR2,T24,chlorophyte scenedesmus 5.04,0.26229508196721313
SJR2,T24,ciliate cone 19.05,2.050163576881134
SJR2,T24,ciliate round 14.00,0.11641695971823077
SJR2,T24,ciliate round 24.00,1.5037252418582803
SJR2,T24,ciliate round 40.00,0.043668174315152165
SJR2,T24,ciliate round 5.50,0.10924194480695544
SJR2,T24,ciliate round 9.50,0.3344249525305498
SJR2,T24,cyanobacteria aphanizomenon 19.73,0.40737990454816875
SJR2,T24,cyanobacteria dolichospermum 16.29,0.3925845147219193
SJR2,T24,diatom centric 10.87,0.53760771037892785
SJR2,T24,diatom centric 16.03,0.24727901795369833
SJR2,T24,diatom centric 28.05,0.08714607290889176
SJR2,T24,diatom centric 36.63,0.04371584699453552
SJR2,T24,diatom centric 6.30,2.9226160429498678
SJR2,T24,diatom other 11.54,0.043525571273122954
SJR2,T24,diatom pennate 12.93,0.04362050163576881
SJR2,T24,diatom pennate 15.30,0.08743169398907104
SJR2,T24,diatom pennate 3.91,0.2617230098146129
SJR2,T24,diatom pennate 4.16,0.4808743169398907
SJR2,T24,diatom pennate 4.93,0.7992363431590559
SJR2,T24,diatom pennate pleurosigma 15.76,0.13086150490730644
SJR2,T24,flagellate cryptomonas 10.43,0.4073485377580341
SJR2,T24,flagellate cryptomonas 11.54,0.08724100327153762
SJR2,T24,flagellate cryptomonas 4.20,0.7861241430159891
SJR2,T24,flagellate cryptomonas 7.25,0.784442198321169
SJR2,T24,flagellate other 4.20,7.287251321112593
SJR2,T24,flagellate other 7.25,0.40760196205583693
SJR2,T24,unidentified NA 10.00,0.15238696463725326
SJR2,T24,unidentified NA 3.91,0.043525571273122954
SJR2,T24,unidentified NA 38.56,0.043525571273122954
SJR2,T24,unidentified NA 4.76,1.2187159956474427
SJR2,T24,unidentified round 24.50,0.13086212740148773
SJR2,T24,unidentified round 5.50,2.1240138138634803
SJR2,T24,unidentified round 80.00,0.04371584699453552
SJR2,T24,unidentified round 9.50,0.3488700510477866
WLD2,FC,chlorophyte colonial 10.00,0.088008800880088
WLD2,FC,chlorophyte colonial 12.00,0.09218289085545722
WLD2,FC,chlorophyte scenedesmus 4.58,0.13827433628318583
WLD2,FC,chlorophyte scenedesmus 5.04,0.22002200220022
WLD2,FC,ciliate cone 19.05,5.2422905582476425
WLD2,FC,ciliate cone 22.58,0.32264011799410025
WLD2,FC,ciliate cone 26.42,0.08830022075055187
WLD2,FC,ciliate oblong 10.86,0.264026402640264
WLD2,FC,ciliate oblong 16.64,0.11015671103534194
WLD2,FC,ciliate oblong 20.16,0.18436578171091444
WLD2,FC,ciliate oblong 23.08,0.17660044150110374
WLD2,FC,ciliate oblong 48.66,0.04609144542772861
WLD2,FC,ciliate other 34.47,0.044004400440044
WLD2,FC,ciliate other odd shape 51.83,0.04609144542772861
WLD2,FC,ciliate round 14.00,1.0778988900277044
WLD2,FC,ciliate round 24.00,0.5667513654020269
WLD2,FC,ciliate round 40.00,0.06816650061536658
WLD2,FC,ciliate round 48.00,0.04609144542772861
WLD2,FC,ciliate round 5.50,1.0530383815013198
WLD2,FC,ciliate round 9.50,2.1464467966068326
WLD2,FC,cyanobacteria aphanizomenon 19.73,2.2105390738921513
WLD2,FC,cyanobacteria dolichospermum 11.54,0.13827433628318583
WLD2,FC,cyanobacteria dolichospermum 15.66,0.044150110375275935
WLD2,FC,cyanobacteria dolichospermum 22.10,0.088008800880088
WLD2,FC,cyanobacteria other 16.29,0.2912462153294975
WLD2,FC,diatom centric 10.87,0.24724181488945352
WLD2,FC,diatom centric 16.03,0.11314156858163692
WLD2,FC,diatom centric 28.05,0.3574878148992105
WLD2,FC,diatom centric 6.30,0.47463860282568526
WLD2,FC,diatom chain 13.56,0.044004400440044
WLD2,FC,diatom chain 19.73,0.088008800880088
WLD2,FC,diatom chain 22.58,0.044004400440044
WLD2,FC,diatom egg shaped 43.43,0.044150110375275935
WLD2,FC,diatom pennate 11.54,0.1348444979487888
WLD2,FC,diatom pennate 15.66,0.04609144542772861
WLD2,FC,diatom pennate 16.64,0.5067062997690497
WLD2,FC,diatom pennate 19.73,0.0890523233739303
WLD2,FC,diatom pennate 24.86,0.044004400440044
WLD2,FC,diatom pennate 30.24,0.48565121412803525
WLD2,FC,diatom pennate 4.93,1.6721672167216721
WLD2,FC,diatom pennate 5.65,1.5210176991150441
WLD2,FC,diatom pennate 6.60,0.8388520971302428
WLD2,FC,diatom pennate 8.32,0.17660044150110374
WLD2,FC,diatom pennate fragillaria 33.28,0.04609144542772861
WLD2,FC,diatom pennate pleurosigma 23.63,0.18436578171091444
WLD2,FC,diatom pennate pleurosigma 27.81,0.044150110375275935
WLD2,FC,flagellate cryptomonas 10.43,0.616061606160616
WLD2,FC,flagellate cryptomonas 4.20,4.892065365476945
WLD2,FC,flagellate cryptomonas 7.25,5.376769465025973
WLD2,FC,flagellate cryptomonas 8.32,0.17660044150110374
WLD2,FC,flagellate other 10.43,0.7105347340248881
WLD2,FC,flagellate other 4.20,9.795271590639498
WLD2,FC,flagellate other 7.25,3.4505863653625903
WLD2,FC,tintinnid agglutinated 29.47,1.1479028697571743
WLD2,FC,tintinnid agglutinated 30.24,0.616061606160616
WLD2,FC,tintinnid agglutinated 33.28,0.9218289085545722
WLD2,FC,tintinnid hyaline 20.97,0.044150110375275935
WLD2,FC,unidentified NA 16.64,0.32264011799410025
WLD2,FC,unidentified NA 25.20,0.5991887905604719
WLD2,FC,unidentified NA 26.42,0.30905077262693154
WLD2,FC,unidentified NA 28.46,1.1441144114411441
WLD2,FC,unidentified NA 38.56,0.22002200220022
WLD2,FC,unidentified rotifer 36.63,0.044150110375275935
WLD2,FC,unidentified rotifer 56.38,0.044150110375275935
WLD2,FC,unidentified rotifer 65.15,0.132013201320132
WLD2,FC,unidentified round 14.00,0.2231525696817469
WLD2,FC,unidentified round 24.50,2.249037497764115
WLD2,FC,unidentified round 28.00,0.3687315634218289
WLD2,FC,unidentified round 5.50,14.10304688554577
WLD2,FC,unidentified round 9.50,1.6678981090396443
WLD2,IC,chlorophyte colonial 16.00,0.041942790034393086
WLD2,IC,chlorophyte colonial 6.00,0.08388558006878617
WLD2,IC,chlorophyte colonial 6.87,0.08743169398907104
WLD2,IC,chlorophyte other 16.00,0.041942790034393086
WLD2,IC,chlorophyte scenedesmus 4.58,0.2412083310740386
WLD2,IC,ciliate cone 19.05,0.9054170221950346
WLD2,IC,ciliate oblong 13.68,0.06507282831377868
WLD2,IC,ciliate oblong 20.05,0.044101433296582136
WLD2,IC,ciliate round 14.00,0.5078090135394818
WLD2,IC,ciliate round 24.00,0.2188110134400869
WLD2,IC,ciliate round 36.00,0.041942790034393086
WLD2,IC,ciliate round 40.00,0.06576656364282658
WLD2,IC,ciliate round 5.50,0.11590766908139526
WLD2,IC,ciliate round 9.50,0.7741146066613375
WLD2,IC,cyanobacteria aphanizomenon 19.73,1.534504500546369
WLD2,IC,cyanobacteria dolichospermum 12.43,0.39691289966923926
WLD2,IC,cyanobacteria other 12.43,1.8522601984564497
WLD2,IC,cyanobacteria other 13.21,0.4613706903783239
WLD2,IC,cyanobacteria other 16.29,0.6120218579234973
WLD2,IC,cyanobacteria other 19.05,0.041942790034393086
WLD2,IC,cyanobacteria other 6.75,0.04371584699453552
WLD2,IC,diatom centric 10.87,0.3607273319668894
WLD2,IC,diatom centric 16.03,0.21915761442574752
WLD2,IC,diatom centric 28.05,0.22012158018086406
WLD2,IC,diatom centric 6.30,0.7191674919042408
WLD2,IC,diatom chain 11.54,0.08743169398907104
WLD2,IC,diatom chain 45.17,0.044101433296582136
WLD2,IC,diatom chain 9.16,0.044101433296582136
WLD2,IC,diatom pennate 11.54,0.2205071664829107
WLD2,IC,diatom pennate 12.93,0.2935995302407516
WLD2,IC,diatom pennate 13.74,1.7196543914101163
WLD2,IC,diatom pennate 14.54,0.041942790034393086
WLD2,IC,diatom pennate 15.12,0.4410143329658214
WLD2,IC,diatom pennate 15.30,0.1512324075207319
WLD2,IC,diatom pennate 16.64,2.7342888643880925
WLD2,IC,diatom pennate 160.46,0.08820286659316427
WLD2,IC,diatom pennate 18.64,0.12582837010317924
WLD2,IC,diatom pennate 19.73,0.7868852459016393
WLD2,IC,diatom pennate 21.81,0.04371584699453552
WLD2,IC,diatom pennate 22.96,0.17640573318632854
WLD2,IC,diatom pennate 31.51,0.04371584699453552
WLD2,IC,diatom pennate 32.27,0.1323042998897464
WLD2,IC,diatom pennate 4.93,1.3676874139448005
WLD2,IC,diatom pennate 9.86,0.6615214994487321
WLD2,IC,diatom pennate pleurosigma 13.91,0.2205071664829107
WLD2,IC,flagellate cryptomonas 10.43,1.243346790469332
WLD2,IC,flagellate cryptomonas 11.54,0.5065881034576246
WLD2,IC,flagellate cryptomonas 4.20,9.110594255128824
WLD2,IC,flagellate cryptomonas 7.25,11.760902531691665
WLD2,IC,flagellate euglenid 12.70,0.08820286659316427
WLD2,IC,flagellate other 10.43,0.30813165362300504
WLD2,IC,flagellate other 4.20,4.65748378469153
WLD2,IC,flagellate other 7.25,0.45167986080895683
WLD2,IC,tintinnid hyaline 16.64,0.044101433296582136
WLD2,IC,tintinnid hyaline 17.24,0.08820286659316427
WLD2,IC,unidentified NA 16.64,1.0551569155505751
WLD2,IC,unidentified NA 20.16,0.041942790034393086
WLD2,IC,unidentified NA 21.72,0.308710033076075
WLD2,IC,unidentified NA 25.20,0.7549702206190755
WLD2,IC,unidentified NA 25.27,0.044101433296582136
WLD2,IC,unidentified rotifer 46.78,0.04371584699453552
WLD2,IC,unidentified rotifer 65.15,0.08388558006878617
WLD2,IC,unidentified round 24.50,0.7087590215958031
WLD2,IC,unidentified round 48.00,0.16777116013757234
WLD2,IC,unidentified round 5.50,5.4403869986521745
WLD2,IC,unidentified round 9.50,0.9251279884562614
WLD2,site,chlorophyte colonial 6.00,6.52145558888744
WLD2,site,chlorophyte scenedesmus 13.21,0.0652145558888744
WLD2,site,chlorophyte scenedesmus 4.58,0.1956436676666232
WLD2,site,ciliate cone 33.74,0.0652145558888744
WLD2,site,ciliate oblong 18.32,0.0652145558888744
WLD2,site,ciliate oblong 29.47,0.0652145558888744
WLD2,site,ciliate round 14.00,0.1304291117777488
WLD2,site,ciliate round 24.00,1.1738620059997391
WLD2,site,ciliate round 48.00,0.0652145558888744
WLD2,site,ciliate round 5.50,0.0652145558888744
WLD2,site,ciliate round 9.50,0.0652145558888744
WLD2,site,cyanobacteria aphanizomenon 12.00,0.326072779444372
WLD2,site,cyanobacteria dolichospermum 12.43,0.0652145558888744
WLD2,site,cyanobacteria dolichospermum 14.46,0.1304291117777488
WLD2,site,cyanobacteria other 11.54,0.0652145558888744
WLD2,site,cyanobacteria other 14.54,0.7173601147776184
WLD2,site,diatom centric 10.87,0.1956436676666232
WLD2,site,diatom centric 28.05,0.9130037824442416
WLD2,site,diatom chain 30.24,0.0652145558888744
WLD2,site,diatom egg shaped 20.16,0.0652145558888744
WLD2,site,diatom NA 24.86,0.652145558888744
WLD2,site,diatom pennate 13.21,0.4565018912221208
WLD2,site,diatom pennate 15.30,0.1304291117777488
WLD2,site,diatom pennate 15.66,0.1304291117777488
WLD2,site,diatom pennate 16.87,0.0652145558888744
WLD2,site,diatom pennate 21.81,0.1956436676666232
WLD2,site,diatom pennate 7.83,1.0434328942219904
WLD2,site,diatom pennate 9.86,1.1086474501108647
WLD2,site,diatom pennate pleurosigma 13.47,0.4565018912221208
WLD2,site,dinoflagellate prorocentrum 17.60,0.8477892265553671
WLD2,site,flagellate cryptomonas 7.25,7.630103038998304
WLD2,site,flagellate other 4.20,0.978218338333116
WLD2,site,tintinnid agglutinated 27.36,0.0652145558888744
WLD2,site,unidentified NA 10.00,0.2608582235554976
WLD2,site,unidentified NA 18.32,0.0652145558888744
WLD2,site,unidentified NA 20.16,0.0652145558888744
WLD2,site,unidentified NA 25.20,0.9130037824442416
WLD2,site,unidentified NA 26.42,0.652145558888744
WLD2,site,unidentified NA 43.43,1.0434328942219904
WLD2,site,unidentified NA 5.04,0.326072779444372
WLD2,site,unidentified NA 9.16,0.5869310029998696
WLD2,site,unidentified round 24.50,4.6954480239989564
WLD2,site,unidentified round 28.00,0.1304291117777488
WLD2,site,unidentified round 5.50,7.043172035998435
WLD2,site,unidentified round 9.50,4.565018912221208
WLD2,site,unidentified triangle 5.24,0.4565018912221208
WLD2,T24,chlorophyte colonial 8.00,0.04083466045979828
WLD2,T24,chlorophyte other 10.00,0.44918126505778105
WLD2,T24,chlorophyte scenedesmus 4.58,0.12250398137939483
WLD2,T24,chlorophyte scenedesmus 5.04,0.2182034301239599
WLD2,T24,ciliate cone 19.05,1.0699515207499464
WLD2,T24,ciliate cone 22.58,0.042452029206996096
WLD2,T24,ciliate cone 33.74,0.04083466045979828
WLD2,T24,ciliate oblong 10.86,0.04083466045979828
WLD2,T24,ciliate oblong 16.64,0.04249238541753711
WLD2,T24,ciliate other 18.32,0.08166932091959656
WLD2,T24,ciliate round 14.00,0.279859502973327
WLD2,T24,ciliate round 40.00,0.04083466045979828
WLD2,T24,ciliate round 5.50,0.3403705896945868
WLD2,T24,ciliate round 9.50,1.0503827110499278
WLD2,T24,cyanobacteria aphanizomenon 19.73,0.851666858150645
WLD2,T24,cyanobacteria dolichospermum 17.93,0.042452029206996096
WLD2,T24,diatom centric 10.87,0.2140927479050637
WLD2,T24,diatom centric 16.03,0.04083466045979828
WLD2,T24,diatom centric 28.05,0.15197826456104602
WLD2,T24,diatom centric 6.30,0.7470460172646504
WLD2,T24,diatom pennate 11.54,0.042452029206996096
WLD2,T24,diatom pennate 14.23,0.044150110375275935
WLD2,T24,diatom pennate 15.66,0.044150110375275935
WLD2,T24,diatom pennate 4.93,1.1964176915219942
WLD2,T24,diatom pennate 9.86,0.08490405841399219
WLD2,T24,diatom pennate pleurosigma 15.76,0.16980811682798438
WLD2,T24,diatom pennate pleurosigma 19.43,0.044150110375275935
WLD2,T24,flagellate cryptomonas 10.43,0.12250398137939483
WLD2,T24,flagellate cryptomonas 4.20,6.170226753572864
WLD2,T24,flagellate cryptomonas 7.25,3.0307478752611163
WLD2,T24,flagellate euglenid 22.58,0.044150110375275935
WLD2,T24,flagellate other 10.43,0.08830022075055187
WLD2,T24,flagellate other 4.20,8.23654731788915
WLD2,T24,flagellate other 7.25,0.5109330625611891
WLD2,T24,unidentified flagchloro 5.77,2.030905077262693
WLD2,T24,unidentified NA 28.46,0.08490405841399219
WLD2,T24,unidentified NA 38.56,0.044150110375275935
WLD2,T24,unidentified round 14.00,0.23785243219080116
WLD2,T24,unidentified round 24.50,2.9690949227373067
WLD2,T24,unidentified round 28.00,0.21226014603498047
WLD2,T24,unidentified round 5.50,10.589059219140193
WLD2,T24,unidentified round 9.50,0.7575045857864552
YBP1,FC,chlorophyte colonial 12.00,0.17640573318632854
YBP1,FC,chlorophyte scenedesmus 20.16,0.044101433296582136
YBP1,FC,chlorophyte scenedesmus 4.00,0.474762560999985
YBP1,FC,chlorophyte scenedesmus 5.04,0.28241749374646974
YBP1,FC,chlorophyte scenedesmus 9.16,0.2017267812474784
YBP1,FC,ciliate cone 19.05,6.036447676455214
YBP1,FC,ciliate cone 22.58,5.285241668683934
YBP1,FC,ciliate cone 30.61,0.044101433296582136
YBP1,FC,ciliate other 22.76,0.08820286659316427
YBP1,FC,ciliate round 14.00,1.791433872769907
YBP1,FC,ciliate round 24.00,0.3176144800595634
YBP1,FC,ciliate round 36.00,0.08820286659316427
YBP1,FC,ciliate round 40.00,0.04221903233977877
YBP1,FC,ciliate round 48.00,0.04221903233977877
YBP1,FC,ciliate round 5.50,0.665234116325062
YBP1,FC,ciliate round 9.50,2.801935310196212
YBP1,FC,cyanobacteria aphanizomenon 19.73,0.7497243660418963
YBP1,FC,cyanobacteria aphanizomenon 31.32,0.04221903233977877
YBP1,FC,cyanobacteria dolichospermum 12.43,0.04221903233977877
YBP1,FC,cyanobacteria dolichospermum 14.46,0.12103606874848705
YBP1,FC,cyanobacteria dolichospermum 15.66,0.044101433296582136
YBP1,FC,cyanobacteria NA 8.32,0.4644093557375665
YBP1,FC,diatom centric 10.87,0.29180623221976587
YBP1,FC,diatom centric 16.03,0.2889753600624606
YBP1,FC,diatom centric 28.05,0.5635857059375726
YBP1,FC,diatom centric 6.30,0.7831357584343835
YBP1,FC,diatom chain 38.10,0.08443806467955754
YBP1,FC,diatom chain 45.17,0.08069071249899136
YBP1,FC,diatom cylindrotheca pennate 16.64,0.4841442749939482
YBP1,FC,diatom egg shaped 20.16,0.04221903233977877
YBP1,FC,diatom egg shaped 36.63,0.04034535624949568
YBP1,FC,diatom pennate 13.74,0.4644093557375665
YBP1,FC,diatom pennate 15.66,0.12103606874848705
YBP1,FC,diatom pennate 16.29,0.1323042998897464
YBP1,FC,diatom pennate 16.64,0.2646085997794928
YBP1,FC,diatom pennate 22.96,0.04221903233977877
YBP1,FC,diatom pennate 4.93,1.2262983211648697
YBP1,FC,diatom pennate 6.21,0.12103606874848705
YBP1,FC,diatom pennate 7.83,0.3528114663726571
YBP1,FC,diatom pennate 8.32,0.4644093557375665
YBP1,FC,diatom pennate pleurosigma 12.44,0.39691289966923926
YBP1,FC,diatom pennate pleurosigma 16.97,0.08443806467955754
YBP1,FC,dinoflagellate peridinium 24.00,0.044101433296582136
YBP1,FC,flagellate cryptomonas 10.08,0.32276284999596544
YBP1,FC,flagellate cryptomonas 10.43,0.48039385036269705
YBP1,FC,flagellate cryptomonas 4.20,32.11257329605863
YBP1,FC,flagellate cryptomonas 7.25,1.9869323526209708
YBP1,FC,flagellate in a cone 4.00,1.0878887015144665
YBP1,FC,flagellate in a cone 6.00,1.3230429988974641
YBP1,FC,flagellate other 10.43,0.043160232818180454
YBP1,FC,flagellate other 4.20,11.641143691636211
YBP1,FC,flagellate other 7.25,0.19827999317900993
YBP1,FC,tintinnid agglutinated 18.32,1.0976948408342482
YBP1,FC,tintinnid agglutinated 31.83,0.970231532524807
YBP1,FC,tintinnid agglutinated 33.28,0.5648349874929395
YBP1,FC,tintinnid hyaline 17.24,0.04221903233977877
YBP1,FC,tintinnid hyaline 18.32,0.044101433296582136
YBP1,FC,unidentified flagchloro 6.60,0.29929802829205815
YBP1,FC,unidentified flagchloro 7.83,0.887597837488905
YBP1,FC,unidentified round 24.50,0.32557328205046765
YBP1,FC,unidentified round 5.50,9.253475471655593
YBP1,FC,unidentified round 9.50,0.7390401417154816
YBP1,IC,chlorophyte scenedesmus 4.00,0.4976690290106269
YBP1,IC,chlorophyte scenedesmus 8.62,0.1327433628318584
YBP1,IC,ciliate cone 19.05,1.2361975465862518
YBP1,IC,ciliate oblong 23.08,0.042640286542725565
YBP1,IC,ciliate round 14.00,0.37695325214443487
YBP1,IC,ciliate round 24.00,0.33134616698051533
YBP1,IC,ciliate round 40.00,0.08769182468729197
YBP1,IC,ciliate round 48.00,0.044101433296582136
YBP1,IC,ciliate round 5.50,0.12996662484267701
YBP1,IC,ciliate round 9.50,0.5068223074444204
YBP1,IC,cyanobacteria aphanizomenon 12.43,0.08528057308545113
YBP1,IC,cyanobacteria aphanizomenon 19.73,0.5114976575385591
YBP1,IC,cyanobacteria aphanizomenon 20.52,0.1327433628318584
YBP1,IC,cyanobacteria dolichospermum 10.48,0.1327433628318584
YBP1,IC,cyanobacteria dolichospermum 11.54,0.5733186328555678
YBP1,IC,cyanobacteria dolichospermum 22.10,0.2558417192563534
YBP1,IC,diatom centric 10.87,0.23043472461160772
YBP1,IC,diatom centric 16.03,0.3664611882829021
YBP1,IC,diatom centric 28.05,0.5695206098501474
YBP1,IC,diatom centric 6.30,0.4975769373190586
YBP1,IC,diatom chain 13.56,0.044101433296582136
YBP1,IC,diatom pennate 11.54,0.1323042998897464
YBP1,IC,diatom pennate 15.12,0.5695949852004244
YBP1,IC,diatom pennate 15.72,0.2558417192563534
YBP1,IC,diatom pennate 16.64,0.08528057308545113
YBP1,IC,diatom pennate 22.58,0.08820286659316427
YBP1,IC,diatom pennate 3.91,0.30973451327433627
YBP1,IC,diatom pennate 4.93,1.578976124767296
YBP1,IC,diatom pennate 42.77,0.08849557522123894
YBP1,IC,diatom pennate 8.32,0.17640573318632854
YBP1,IC,diatom pennate pleurosigma 12.44,0.29848200579907896
YBP1,IC,diatom pennate pleurosigma 13.91,0.9261300992282249
YBP1,IC,flagellate colonial 16.00,0.044101433296582136
YBP1,IC,flagellate cryptomonas 10.43,1.4204472436176778
YBP1,IC,flagellate cryptomonas 11.54,0.3515710492831149
YBP1,IC,flagellate cryptomonas 18.32,0.4410143329658214
YBP1,IC,flagellate cryptomonas 4.20,53.21496468115409
YBP1,IC,flagellate cryptomonas 7.25,3.328924786485248
YBP1,IC,flagellate in a cone 4.00,0.4952872482478294
YBP1,IC,flagellate other 4.20,10.563291447176313
YBP1,IC,flagellate other 7.25,0.15442819369505614
YBP1,IC,tintinnid agglutinated 28.46,0.1323042998897464
YBP1,IC,tintinnid agglutinated 34.47,0.08528057308545113
YBP1,IC,tintinnid agglutinated 36.63,0.35398230088495575
YBP1,IC,unidentified flagchloro 6.21,2.7342888643880925
YBP1,IC,unidentified flagchloro 7.83,1.2968911080285999
YBP1,IC,unidentified NA 18.32,0.044101433296582136
YBP1,IC,unidentified NA 32.00,0.042640286542725565
YBP1,IC,unidentified NA 4.76,0.7938257993384785
YBP1,IC,unidentified NA 5.04,0.5309734513274336
YBP1,IC,unidentified NA 7.96,0.08849557522123894
YBP1,IC,unidentified round 16.00,0.04424778761061947
YBP1,IC,unidentified round 24.50,0.292987471498803
YBP1,IC,unidentified round 5.50,7.778569286123429
YBP1,IC,unidentified round 9.50,0.688488807981037
YBP1,site,chlorophyte scenedesmus 13.21,0.06959910913140312
YBP1,site,chlorophyte scenedesmus 4.00,0.626391982182628
YBP1,site,ciliate cone 22.58,0.27839643652561247
YBP1,site,ciliate oblong 20.16,0.06959910913140312
YBP1,site,ciliate round 14.00,1.6703786191536747
