samp_ev,exp,grp_typ,category,sa,la,wi,tot_ct,bmn_pgml,mn_ct
YBP2,FC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,,146,444,48.7
YBP2,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 4 56,4,56,,123,1130,41.0
YBP2,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 32,8,32,,143,5055,47.7
YBP2,FC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,,7,1115,2.3
YBP2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 40,4,40,,22,144,7.3
YBP2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 64,4,64,,123,1292,41.0
YBP2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 144,8,144,,2,573,0.7
YBP2,FC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 80,8,80,,1,88,0.3
YBP2,FC,cyanobacteria other,cyanobacteria other 4 128,4,128,,1,35,0.3
YBP2,FC,cyanobacteria other,cyanobacteria other 8 168,8,168,,23,2241,7.7
YBP2,FC,diatom centric,diatom centric 14 14,14,14,,110,299,36.7
YBP2,FC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,,37,551,12.3
YBP2,FC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,,319,66,106.3
YBP2,FC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,,234,204,78.0
YBP2,FC,diatom chain,diatom chain 16 160,16,160,,1,79,0.3
YBP2,FC,diatom chain,diatom chain 4 20,4,20,,7,6,2.3
YBP2,FC,diatom chain,diatom chain 6 176,6,176,,58,546,19.3
YBP2,FC,diatom chain,diatom chain 8 160,8,160,8,29,500,9.7
YBP2,FC,diatom cylindrotheca pennate,diatom cylindrotheca pennate 8 72,8,72,,76,238,25.3
YBP2,FC,diatom egg shaped,diatom egg shaped 32 80,32,80,,2,240,0.7
YBP2,FC,diatom other,diatom other 8 24,8,24,,2,6,0.7
YBP2,FC,diatom pennate,diatom pennate 16 160,16,160,16,1,296,0.3
YBP2,FC,diatom pennate,diatom pennate 24 72,24,72,24,1,80,0.3
YBP2,FC,diatom pennate,diatom pennate 4 16,4,16,4,11,13,3.7
YBP2,FC,diatom pennate,diatom pennate 4 200,4,200,4,7,141,2.3
YBP2,FC,diatom pennate,diatom pennate 4 24,4,24,4,110,67,36.7
YBP2,FC,diatom pennate,diatom pennate 6 48,6,48,,8,30,2.7
YBP2,FC,diatom pennate,diatom pennate 8 120,8,120,8,3,97,1.0
YBP2,FC,diatom pennate,diatom pennate 8 184,8,184,,36,452,12.0
YBP2,FC,diatom pennate,diatom pennate 8 256,8,256,8,7,196,2.3
YBP2,FC,diatom pennate,diatom pennate 8 32,8,32,8,6,46,2.0
YBP2,FC,diatom pennate,diatom pennate 8 320,8,320,8,7,401,2.3
YBP2,FC,diatom pennate,diatom pennate 8 48,8,48,,99,386,33.0
YBP2,FC,diatom pennate,diatom pennate 8 56,8,56,,14,111,4.7
YBP2,FC,diatom pennate,diatom pennate 8 64,8,64,8,20,145,6.7
YBP2,FC,diatom pennate,diatom pennate 8 80,8,80,8,11,75,3.7
YBP2,FC,diatom pennate pleurosigma,diatom pennate pleurosigma 16 88,16,88,16,3,250,1.0
YBP2,FC,flagellate cryptomonas,flagellate cryptomonas 16 48,16,48,,1,178,0.3
YBP2,FC,flagellate cryptomonas,flagellate cryptomonas 9 14,9,14,,10,165,3.3
YBP2,FC,flagellate euglenid,flagellate euglenid 16 48,16,48,,4,265,1.3
YBP2,FC,flagellate euglenid,flagellate euglenid 40 40,40,40,,3,776,1.0
YBP2,FC,flagellate euglenid,flagellate euglenid 8 136,8,136,,1,42,0.3
YBP2,FC,flagellate NA,flagellate NA 16 32,16,32,,4,148,1.3
YBP2,FC,flagellate other,flagellate other 3.67 5.5,3.67,5.5,,355,82,118.3
YBP2,FC,flagellate other,flagellate other 6.33 9.5,6.33,9.5,,252,242,84.0
YBP2,FC,flagellate other,flagellate other 9 14,9,14,,56,189,18.7
YBP2,FC,tintinnid agglutinated,tintinnid agglutinated 24 64,24,64,,8,1161,2.7
YBP2,FC,tintinnid agglutinated,tintinnid agglutinated 24 96,24,96,,7,2046,2.3
YBP2,FC,tintinnid agglutinated,tintinnid agglutinated 32 48,32,48,,1,363,0.3
YBP2,FC,tintinnid agglutinated,tintinnid agglutinated 32 56,32,56,,2,478,0.7
YBP2,FC,tintinnid hyaline,tintinnid hyaline 16 36,16,36,,8,958,2.7
YBP2,FC,unidentified flagchloro,unidentified flagchloro 4 10,4,10,,76,143,25.3
YBP2,FC,unidentified flagchloro,unidentified flagchloro 4 12,4,12,,134,250,44.7
YBP2,FC,unidentified NA,unidentified NA 16 24,16,24,,12,532,4.0
YBP2,FC,unidentified NA,unidentified NA 4 8,4,8,,11,13,3.7
YBP2,FC,unidentified NA,unidentified NA 8 24,8,24,,19,401,6.3
YBP2,FC,unidentified rotifer,unidentified rotifer 40 64,40,64,,3,1206,1.0
YBP2,FC,unidentified rotifer,unidentified rotifer 48 120,48,120,,1,1093,0.3
YBP2,FC,unidentified round,unidentified round 14 14,14,14,,53,307,17.7
YBP2,FC,unidentified round,unidentified round 24.5 24.5,24.5,24.5,,106,3805,35.3
YBP2,FC,unidentified round,unidentified round 28 28,28,28,,8,1201,2.7
YBP2,FC,unidentified round,unidentified round 5.5 5.5,5.5,5.5,,408,192,136.0
YBP2,FC,unidentified round,unidentified round 9.5 9.5,9.5,9.5,,88,177,29.3
YBP2,IC,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,2.5,12.5,,80,9,26.7
YBP2,IC,chlorophyte colonial,chlorophyte colonial 10 10,10,10,,19,37,6.3
YBP2,IC,chlorophyte colonial,chlorophyte colonial 12 12,12,12,,7,44,2.3
YBP2,IC,chlorophyte colonial,chlorophyte colonial 16 16,16,16,,20,74,6.7
YBP2,IC,chlorophyte colonial,chlorophyte colonial 24 24,24,24,,4,183,1.3
YBP2,IC,chlorophyte colonial,chlorophyte colonial 32 104,32,104,,2,213,0.7
YBP2,IC,chlorophyte colonial,chlorophyte colonial 32 32,32,32,,2,214,0.7
YBP2,IC,chlorophyte colonial,chlorophyte colonial 4 16,4,16,,42,11,14.0
YBP2,IC,chlorophyte colonial,chlorophyte colonial 40 40,40,40,,1,247,0.3
YBP2,IC,chlorophyte colonial,chlorophyte colonial 6 6,6,6,,47,64,15.7
YBP2,IC,chlorophyte colonial,chlorophyte colonial 64 64,64,64,,1,788,0.3
YBP2,IC,chlorophyte colonial,chlorophyte colonial 8 16,8,16,,7,8,2.3
YBP2,IC,chlorophyte colonial,chlorophyte colonial 8 8,8,8,,77,132,25.7
YBP2,IC,chlorophyte pediastrum,chlorophyte pediastrum 40 40,40,40,40,3,1015,1.0
YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 10 16,10,16,,7,41,2.3
YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 14 20,14,20,,2,29,0.7
YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 16 24,16,24,,3,65,1.0
YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 16 32,16,32,,4,111,1.3
YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,,48,9,16.0
YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 6 6,6,6,,1,1,0.3
YBP2,IC,chlorophyte scenedesmus,chlorophyte scenedesmus 8 12,8,12,,8,27,2.7
YBP2,IC,ciliate cone,ciliate cone 24 24,24,24,,210,3883,70.0
YBP2,IC,ciliate oblong,ciliate oblong 16 48,16,48,,1,70,0.3
YBP2,IC,ciliate oblong,ciliate oblong 20 64,20,64,,1,145,0.3
YBP2,IC,ciliate oblong,ciliate oblong 72 80,72,80,,1,2646,0.3
YBP2,IC,ciliate oblong,ciliate oblong 80 120,80,120,,1,4116,0.3
YBP2,IC,ciliate round,ciliate round 120 120,120,120,,2,17981,0.7
YBP2,IC,ciliate round,ciliate round 14 14,14,14,,84,454,28.0
YBP2,IC,ciliate round,ciliate round 24 24,24,24,,109,9418,36.3
YBP2,IC,ciliate round,ciliate round 40 40,40,40,,2,389,0.7
YBP2,IC,ciliate round,ciliate round 48 48,48,48,,3,1792,1.0
YBP2,IC,ciliate round,ciliate round 5.5 5.5,5.5,5.5,,44,15,14.7
YBP2,IC,ciliate round,ciliate round 9.5 9.5,9.5,9.5,,64,110,21.3
YBP2,IC,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,,415,5774,138.3
YBP2,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 120,4,120,,28,493,9.3
YBP2,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 4 40,4,40,,76,376,25.3
YBP2,IC,cyanobacteria dolichospermum,cyanobacteria dolichospermum 8 80,8,80,,16,637,5.3
YBP2,IC,cyanobacteria other,cyanobacteria other 4 128,4,128,,1,19,0.3
YBP2,IC,diatom centric,diatom centric 14 14,14,14,,70,137,23.3
YBP2,IC,diatom centric,diatom centric 24.5 24.5,24.5,24.5,,58,513,19.3
YBP2,IC,diatom centric,diatom centric 40 40,40,40,,40,2288,13.3
YBP2,IC,diatom centric,diatom centric 5.5 5.5,5.5,5.5,,336,32,112.0
YBP2,IC,diatom centric,diatom centric 9.5 9.5,9.5,9.5,,331,133,110.3
YBP2,IC,diatom chain,diatom chain 16 240,16,240,,11,276,3.7
YBP2,IC,diatom chain,diatom chain 4 160,4,160,,49,160,16.3
YBP2,IC,diatom chain,diatom chain 8 256,8,256,,26,276,8.7
YBP2,IC,diatom cylindrotheca pennate,diatom cylindrotheca pennate 8 72,8,72,,42,67,14.0
YBP2,IC,diatom egg shaped,diatom egg shaped 16 32,16,32,,1,10,0.3
YBP2,IC,diatom egg shaped,diatom egg shaped 32 48,32,48,,7,163,2.3
YBP2,IC,diatom egg shaped,diatom egg shaped 32 80,32,80,,3,202,1.0
YBP2,IC,diatom pennate,diatom pennate 1 20,1,20,1,4,0,1.3
YBP2,IC,diatom pennate,diatom pennate 16 360,16,360,16,2,277,0.7
YBP2,IC,diatom pennate,diatom pennate 16 64,16,64,16,1,39,0.3
YBP2,IC,diatom pennate,diatom pennate 2 96,2,96,2,5,2,1.7
YBP2,IC,diatom pennate,diatom pennate 20 112,20,112,20,1,65,0.3
YBP2,IC,diatom pennate,diatom pennate 24 72,24,72,24,1,61,0.3
YBP2,IC,diatom pennate,diatom pennate 4 10,4,10,4,42,12,14.0
YBP2,IC,diatom pennate,diatom pennate 4 12,4,12,4,26,9,8.7
YBP2,IC,diatom pennate,diatom pennate 4 16,4,16,4,10,5,3.3
YBP2,IC,diatom pennate,diatom pennate 4 160,4,160,4,39,71,13.0
YBP2,IC,diatom pennate,diatom pennate 4 240,4,240,,30,123,10.0
YBP2,IC,diatom pennate,diatom pennate 4 26,4,26,4,1,1,0.3
YBP2,IC,diatom pennate,diatom pennate 4 32,4,32,,16,9,5.3
YBP2,IC,diatom pennate,diatom pennate 4 56,4,56,4,81,99,27.0
YBP2,IC,diatom pennate,diatom pennate 4 64,4,64,4,101,82,33.7
YBP2,IC,diatom pennate,diatom pennate 4 96,4,96,4,14,34,4.7
YBP2,IC,diatom pennate,diatom pennate 6 160,6,160,6,27,116,9.0
YBP2,IC,diatom pennate,diatom pennate 8 120,8,120,8,9,37,3.0
YBP2,IC,diatom pennate,diatom pennate 8 168,8,168,8,7,62,2.3
YBP2,IC,diatom pennate,diatom pennate 8 184,8,184,,30,397,10.0
YBP2,IC,diatom pennate,diatom pennate 8 24,8,24,,6,7,2.0
YBP2,IC,diatom pennate,diatom pennate 8 256,8,256,8,1,31,0.3
YBP2,IC,diatom pennate,diatom pennate 8 40,8,40,8,9,36,3.0
YBP2,IC,diatom pennate,diatom pennate 8 48,8,48,,6,35,2.0
YBP2,IC,diatom pennate,diatom pennate 8 56,8,56,,13,25,4.3
YBP2,IC,diatom pennate,diatom pennate 8 64,8,64,8,3,21,1.0
YBP2,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 16 144,16,144,16,4,124,1.3
YBP2,IC,diatom pennate pleurosigma,diatom pennate pleurosigma 16 184,16,184,16,2,83,0.7
YBP2,IC,dinoflagellate peridinium,dinoflagellate peridinium 16 16,16,16,16,15,103,5.0
YBP2,IC,dinoflagellate peridinium,dinoflagellate peridinium 24 24,24,24,24,19,454,6.3
YBP2,IC,flagellate cryptomonas,flagellate cryptomonas 16 24,16,24,,96,1688,32.0
YBP2,IC,flagellate cryptomonas,flagellate cryptomonas 16 48,16,48,,7,277,2.3
YBP2,IC,flagellate cryptomonas,flagellate cryptomonas 8 24,8,24,,174,452,58.0
YBP2,IC,flagellate euglenid,flagellate euglenid 12 80,12,80,,10,210,3.3
YBP2,IC,flagellate euglenid,flagellate euglenid 16 48,16,48,,1,45,0.3
YBP2,IC,flagellate euglenid,flagellate euglenid 8 40,8,40,,17,145,5.7
YBP2,IC,flagellate NA,flagellate NA 12 20,12,20,,3,38,1.0
YBP2,IC,flagellate NA,flagellate NA 16 32,16,32,,4,112,1.3
YBP2,IC,flagellate NA,flagellate NA 24 32,24,32,,31,631,10.3
YBP2,IC,flagellate NA,flagellate NA 8 16,8,16,,20,72,6.7
YBP2,IC,flagellate other,flagellate other 3.67 5.5,3.67,5.5,,213,22,71.0
YBP2,IC,flagellate other,flagellate other 6.33 9.5,6.33,9.5,,374,168,124.7
YBP2,IC,flagellate other,flagellate other 9 14,9,14,,188,235,62.7
YBP2,IC,ochrophyte synura,ochrophyte synura 32 32,32,32,,55,1802,18.3
YBP2,IC,tintinnid agglutinated,tintinnid agglutinated 24 120,24,120,,120,23816,40.0
YBP2,IC,tintinnid agglutinated,tintinnid agglutinated 24 96,24,96,,288,19381,96.0
YBP2,IC,tintinnid agglutinated,tintinnid agglutinated 32 56,32,56,,4,820,1.3
YBP2,IC,tintinnid agglutinated,tintinnid agglutinated 32 64,32,64,,2,409,0.7
YBP2,IC,unidentified NA,unidentified NA 16 32,16,32,,1,30,0.3
YBP2,IC,unidentified NA,unidentified NA 2 10,2,10,,4,1,1.3
YBP2,IC,unidentified NA,unidentified NA 24 40,24,40,,5,362,1.7
YBP2,IC,unidentified NA,unidentified NA 4 8,4,8,,6,3,2.0
YBP2,IC,unidentified NA,unidentified NA 40 72,40,72,,1,362,0.3
YBP2,IC,unidentified rotifer,unidentified rotifer 24 40,24,40,,3,224,1.0
YBP2,IC,unidentified rotifer,unidentified rotifer 32 48,32,48,,1,193,0.3
YBP2,IC,unidentified rotifer,unidentified rotifer 40 112,40,112,,1,650,0.3
YBP2,IC,unidentified rotifer,unidentified rotifer 40 64,40,64,,1,326,0.3
YBP2,IC,unidentified round,unidentified round 14 14,14,14,,52,163,17.3
YBP2,IC,unidentified round,unidentified round 24.5 24.5,24.5,24.5,,75,1132,25.0
YBP2,IC,unidentified round,unidentified round 48 48,48,48,,1,413,0.3
YBP2,IC,unidentified round,unidentified round 5.5 5.5,5.5,5.5,,312,65,104.0
YBP2,IC,unidentified round,unidentified round 9.5 9.5,9.5,9.5,,201,198,67.0
YBP2,T24,chlorophyte actinastrum,chlorophyte actinastrum 2.5 12.5,2.5,12.5,,10,3,3.3
YBP2,T24,chlorophyte colonial,chlorophyte colonial 10 10,10,10,,88,374,29.3
YBP2,T24,chlorophyte colonial,chlorophyte colonial 12 12,12,12,,3,26,1.0
YBP2,T24,chlorophyte colonial,chlorophyte colonial 6 12,6,12,,3,7,1.0
YBP2,T24,chlorophyte colonial,chlorophyte colonial 6 6,6,6,,5,16,1.7
YBP2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 4,4,4,,26,6,8.7
YBP2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 6,4,6,,41,20,13.7
YBP2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 4 8,4,8,,14,18,4.7
YBP2,T24,chlorophyte scenedesmus,chlorophyte scenedesmus 6 8,6,8,,8,22,2.7
YBP2,T24,ciliate cone,ciliate cone 12 20,12,20,,11,213,3.7
YBP2,T24,ciliate cone,ciliate cone 16 24,16,24,,23,303,7.7
YBP2,T24,ciliate cone,ciliate cone 32 36,32,36,,4,968,1.3
YBP2,T24,ciliate cone,ciliate cone 40 48,40,48,,3,841,1.0
YBP2,T24,ciliate oblong,ciliate oblong 16 24,16,24,,1,89,0.3
YBP2,T24,ciliate round,ciliate round 14 14,14,14,,28,429,9.3
YBP2,T24,ciliate round,ciliate round 24 24,24,24,,12,1112,4.0
YBP2,T24,ciliate round,ciliate round 40 40,40,40,,21,17787,7.0
YBP2,T24,ciliate round,ciliate round 48 48,48,48,,1,1443,0.3
YBP2,T24,ciliate round,ciliate round 5.5 5.5,5.5,5.5,,19,24,6.3
YBP2,T24,ciliate round,ciliate round 9.5 9.5,9.5,9.5,,14,55,4.7
YBP2,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 120,8,120,,130,10262,43.3
YBP2,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 320,8,320,,4,1504,1.3
YBP2,T24,cyanobacteria aphanizomenon,cyanobacteria aphanizomenon 8 80,8,80,,105,5083,35.0
YBP2,T24,cyanobacteria dolichospermum,cyanobacteria dolichospermum 6 200,6,200,,5,370,1.7
YBP2,T24,cyanobacteria other,cyanobacteria other 8 72,8,72,,1,89,0.3
YBP2,T24,diatom centric,diatom centric 14 14,14,14,,13,54,4.3
YBP2,T24,diatom centric,diatom centric 24.5 24.5,24.5,24.5,,21,265,7.0
YBP2,T24,diatom centric,diatom centric 5.5 5.5,5.5,5.5,,107,28,35.7
YBP2,T24,diatom centric,diatom centric 9.5 9.5,9.5,9.5,,52,42,17.3
YBP2,T24,diatom chain,diatom chain 16 160,16,160,,1,79,0.3
YBP2,T24,diatom chain,diatom chain 4 160,4,160,,1,13,0.3
YBP2,T24,diatom chain,diatom chain 8 256,8,256,,3,93,1.0
YBP2,T24,diatom chain,diatom chain 8 80,8,80,,2,42,0.7
YBP2,T24,diatom cylindrotheca pennate,diatom cylindrotheca pennate 8 72,8,72,,14,52,4.7
YBP2,T24,diatom egg shaped,diatom egg shaped 16 32,16,32,,2,25,0.7
YBP2,T24,diatom egg shaped,diatom egg shaped 32 48,32,48,,2,214,0.7
YBP2,T24,diatom pennate,diatom pennate 2 96,2,96,2,1,1,0.3
YBP2,T24,diatom pennate,diatom pennate 24 32,24,32,,5,113,1.7
YBP2,T24,diatom pennate,diatom pennate 24 72,24,72,24,1,80,0.3
YBP2,T24,diatom pennate,diatom pennate 3 20,3,20,3,3,3,1.0
YBP2,T24,diatom pennate,diatom pennate 4 160,4,160,4,1,13,0.3
YBP2,T24,diatom pennate,diatom pennate 4 24,4,24,4,15,14,5.0
YBP2,T24,diatom pennate,diatom pennate 4 26,4,26,4,9,10,3.0
YBP2,T24,diatom pennate,diatom pennate 4 36,4,36,4,33,32,11.0
YBP2,T24,diatom pennate,diatom pennate 4 56,4,56,4,8,17,2.7
YBP2,T24,diatom pennate,diatom pennate 4 64,4,64,4,1,6,0.3
YBP2,T24,diatom pennate,diatom pennate 8 120,8,120,8,1,22,0.3
YBP2,T24,diatom pennate,diatom pennate 8 40,8,40,8,5,51,1.7
YBP2,T24,diatom pennate,diatom pennate 8 56,8,56,,5,27,1.7
YBP2,T24,diatom pennate,diatom pennate 8 64,8,64,8,1,20,0.3
YBP2,T24,diatom pennate,diatom pennate 8 80,8,80,8,6,116,2.0
YBP2,T24,diatom pennate fragillaria,diatom pennate fragillaria 64 80,64,80,64,6,2397,2.0
YBP2,T24,diatom pennate pleurosigma,diatom pennate pleurosigma 16 144,16,144,16,2,159,0.7
YBP2,T24,flagellate cryptomonas,flagellate cryptomonas 3.67 5.5,3.67,5.5,,23,9,7.7
YBP2,T24,flagellate euglenid,flagellate euglenid 16 144,16,144,,1,295,0.3
YBP2,T24,flagellate euglenid,flagellate euglenid 16 48,16,48,,1,111,0.3
YBP2,T24,flagellate euglenid,flagellate euglenid 8 136,8,136,,1,43,0.3
YBP2,T24,flagellate other,flagellate other 3.67 5.5,3.67,5.5,,717,111,239.0
YBP2,T24,flagellate other,flagellate other 6.33 9.5,6.33,9.5,,112,99,37.3
YBP2,T24,flagellate other,flagellate other 9 14,9,14,,34,92,11.3
YBP2,T24,tintinnid agglutinated,tintinnid agglutinated 24 32,24,32,,1,86,0.3
YBP2,T24,unidentified flagchloro,unidentified flagchloro 4 12,4,12,,40,55,13.3
YBP2,T24,unidentified flagchloro,unidentified flagchloro 4 8,4,8,,31,53,10.3
YBP2,T24,unidentified NA,unidentified NA 16 24,16,24,,123,1457,41.0
YBP2,T24,unidentified NA,unidentified NA 16 40,16,40,,11,889,3.7
YBP2,T24,unidentified NA,unidentified NA 2 10,2,10,2,27,9,9.0
YBP2,T24,unidentified NA,unidentified NA 4 8,4,8,,115,70,38.3
YBP2,T24,unidentified NA,unidentified NA 6 14,6,14,,2,11,0.7
YBP2,T24,unidentified round,unidentified round 14 14,14,14,,25,172,8.3
YBP2,T24,unidentified round,unidentified round 24.5 24.5,24.5,24.5,,63,1941,21.0
YBP2,T24,unidentified round,unidentified round 40 40,40,40,,2,1002,0.7
YBP2,T24,unidentified round,unidentified round 5.5 5.5,5.5,5.5,,707,244,235.7
YBP2,T24,unidentified round,unidentified round 9.5 9.5,9.5,9.5,,144,218,48.0